item,swapped,type,name1,name2,preamble
15,False,arc,Laura,Caleb,"The caterer, who walked toward the stray dog, has been dreaming of buying a private jet."
15,True,arc,Laura,Caleb,"The caterer, who has been dreaming of buying a private jet, walked toward the stray dog."
16,False,arc,Meghan,Luke,"The nun, who used to get high grades in high school, has worked in the industry for more than 10 years."
16,True,arc,Meghan,Luke,"The nun, who has worked in the industry for more than 10 years, used to get high grades in high school."
17,False,arc,Madelyn,Haley,"The climber, who bought an ice cream cake for dessert, has been participating in marathons since last year."
17,True,arc,Madelyn,Haley,"The climber, who has been participating in marathons since last year, bought an ice cream cake for dessert."
18,False,arc,Camryn,Dominic,"The reporter, who seemed very eager to return home, has just turned 40."
18,True,arc,Camryn,Dominic,"The reporter, who has just turned 40, seemed very eager to return home."
19,False,arc,Ariana,Raymond,"The industrialist, who used to sing in a choir on the weekends, has collected about 100 movie posters so far."
19,True,arc,Ariana,Raymond,"The industrialist, who has collected about 100 movie posters so far, used to sing in a choir on the weekends."
20,False,arc,Alondra,Tiffany,"The athlete, who went to the post office, has been checking the clock for five hours."
20,True,arc,Alondra,Tiffany,"The athlete, who has been checking the clock for five hours, went to the post office."
21,False,arc,Jonah,Aaron,"The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."
21,True,arc,Jonah,Aaron,"The analyst, who is a U.S. immigrant from Vietnam, forgot to do the laundry."
22,False,arc,Makayla,Victor,"The industrialist, who opened a new bank account today, is wearing a wedding ring."
22,True,arc,Makayla,Victor,"The industrialist, who is wearing a wedding ring, opened a new bank account today."
23,False,arc,Sean,Nathan,"The publicist, who met the Illinois governor at a Greek restaurant, is extremely fickle and demanding."
23,True,arc,Sean,Nathan,"The publicist, who is extremely fickle and demanding, met the Illinois governor at a Greek restaurant."
24,False,arc,Trenton,Nicholas,"The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."
24,True,arc,Trenton,Nicholas,"The soccer player, who is sitting on the blue couch, hired a teenager to mow the lawn."
25,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure."
25,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley."
26,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast."
26,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today."
27,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding."
27,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn."
28,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep."
28,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer."
29,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control."
29,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school."
30,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep."
30,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day."
31,False,arc,Lucas,Arianna,"The swimmer, who forgot to lock the door, was on a diet."
31,True,arc,Lucas,Arianna,"The swimmer, who was on a diet, forgot to lock the door."
32,False,arc,Cole,Shelby,"The optician, who had a flat tire, was talking to the tall nurse."
32,True,arc,Cole,Shelby,"The optician, who was talking to the tall nurse, had a flat tire."
33,False,arc,Gregory,Elizabeth,"The counselor, who hired a teenager to mow the lawn, was nervous about the upcoming debate."
33,True,arc,Gregory,Elizabeth,"The counselor, who was nervous about the upcoming debate, hired a teenager to mow the lawn."
34,False,arc,Maya,Jordyn,"The soccer player, who used to play for the youth soccer team in 2009, was sitting on a rocking chair."
34,True,arc,Maya,Jordyn,"The soccer player, who was sitting on a rocking chair, used to play for the youth soccer team in 2009."
35,False,arc,Carly,Heather,"The volunteer, who used to dream to become a translator, was mentioned in the newspaper."
35,True,arc,Carly,Heather,"The volunteer, who was mentioned in the newspaper, used to dream to become a translator."
36,False,arc,Gavin,Jeffrey,"The teacher, who missed a train this morning, was pulled over for drunk driving."
36,True,arc,Gavin,Jeffrey,"The teacher, who was pulled over for drunk driving, missed a train this morning."
37,False,arc,Ricardo,Peter,"The inspector, who went to Target to buy some carrots, was isolated from society for a long time."
37,True,arc,Ricardo,Peter,"The inspector, who was isolated from society for a long time, went to Target to buy some carrots."
38,False,arc,Samuel,Jasmin,"The motorcyclist, who used to play for the youth soccer team in 2009, was famous in Italy."
38,True,arc,Samuel,Jasmin,"The motorcyclist, who was famous in Italy, used to play for the youth soccer team in 2009."
39,False,arc,Travis,Michaela,"The animator, who felt so sleepy all day, was happy to be outside in the sunny weather."
39,True,arc,Travis,Michaela,"The animator, who was happy to be outside in the sunny weather, felt so sleepy all day."
40,False,arc,Evan,Luis,"The anthropologist, who went out for a date, was solving a crossword puzzle."
40,True,arc,Evan,Luis,"The anthropologist, who was solving a crossword puzzle, went out for a date."
41,False,arc,Andres,Shawn,"The attendant, who won the annual cake-baking contest, would call the landlord every night."
41,True,arc,Andres,Shawn,"The attendant, who would call the landlord every night, won the annual cake-baking contest."
42,False,arc,Adriana,Mitchell,"The columnist, who had a nightmare for the first time in years, would read books at a park nearby."
42,True,arc,Adriana,Mitchell,"The columnist, who would read books at a park nearby, had a nightmare for the first time in years."
43,False,arc,Lily,Heather,"The dentist, who met the Illinois governor at a Greek restaurant, would go to the park for a walk in the evenings."
43,True,arc,Lily,Heather,"The dentist, who would go to the park for a walk in the evenings, met the Illinois governor at a Greek restaurant."
44,False,arc,Arianna,Katie,"The nanny, who got engaged this month, would eat bananas at night."
44,True,arc,Arianna,Katie,"The nanny, who would eat bananas at night, got engaged this month."
45,False,arc,Adrian,Margaret,"The barista, who biked to downtown yesterday, would wake up early on Christmas Eve."
45,True,arc,Adrian,Margaret,"The barista, who would wake up early on Christmas Eve, biked to downtown yesterday."
46,False,arc,Mckenna,Rachel,"The librarian, who went to the post office, would sleep on the couch."
46,True,arc,Mckenna,Rachel,"The librarian, who would sleep on the couch, went to the post office."
47,False,arc,Shawn,Andre,"The counselor, who came back home late at night yesterday, would go out for a picnic on Sundays."
47,True,arc,Shawn,Andre,"The counselor, who would go out for a picnic on Sundays, came back home late at night yesterday."
48,False,arc,Jasmine,Avery,"The animator, who had a nightmare for the first time in years, would make pasta for dinner."
48,True,arc,Jasmine,Avery,"The animator, who would make pasta for dinner, had a nightmare for the first time in years."
49,False,arc,Nicholas,Skylar,"The motorcyclist, who forgot to do the laundry, would wear glasses in the day time."
49,True,arc,Nicholas,Skylar,"The motorcyclist, who would wear glasses in the day time, forgot to do the laundry."
50,False,arc,Garrett,Steven,"The nanny, who seemed very eager to return home, would wear glasses in the day time."
50,True,arc,Garrett,Steven,"The nanny, who would wear glasses in the day time, seemed very eager to return home."
51,False,arc,Marco,Elizabeth,"The nurse, who has lots of interest in French cuisine, recently adopted a rescue dog."
51,True,arc,Marco,Elizabeth,"The nurse, who recently adopted a rescue dog, has lots of interest in French cuisine."
52,False,arc,Omar,Isaac,"The industrialist, who occasionally writes a blog about historical figures, had a good sleep."
52,True,arc,Omar,Isaac,"The industrialist, who had a good sleep, occasionally writes a blog about historical figures."
53,False,arc,Mckenna,Katie,"The receptionist, who always has fun stories to tell, decided to purchase a minivan."
53,True,arc,Mckenna,Katie,"The receptionist, who decided to purchase a minivan, always has fun stories to tell."
54,False,arc,Isabel,Diana,"The hairdresser, who usually trains all year for the national competition, felt so sleepy all day."
54,True,arc,Isabel,Diana,"The hairdresser, who felt so sleepy all day, usually trains all year for the national competition."
55,False,arc,Sofia,Cody,"The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."
55,True,arc,Sofia,Cody,"The therapist, who took a flight from Newark to Los Angeles, wants to get married soon."
56,False,arc,Hanna,Makenzie,"The judge, who hates horror movies, prepared for the meal."
56,True,arc,Hanna,Makenzie,"The judge, who prepared for the meal, hates horror movies."
57,False,arc,Adrian,Skylar,"The soccer player, who has three sons, used to get high grades in high school."
57,True,arc,Adrian,Skylar,"The soccer player, who used to get high grades in high school, has three sons."
58,False,arc,Mario,Jasmine,"The diplomat, who plans to go apple picking tomorrow, worked out late at night."
58,True,arc,Mario,Jasmine,"The diplomat, who worked out late at night, plans to go apple picking tomorrow."
59,False,arc,Cassandra,Bailey,"The attendant, who frequently gives extreme opinions without backing them up, prepared for the meal."
59,True,arc,Cassandra,Bailey,"The attendant, who prepared for the meal, frequently gives extreme opinions without backing them up."
60,False,arc,Dalton,Alexandra,"The overseer, who reads eight books a month, hired a teenager to mow the lawn."
60,True,arc,Dalton,Alexandra,"The overseer, who hired a teenager to mow the lawn, reads eight books a month."
61,False,arc,Maggie,Trinity,"The barista, who occasionally writes a blog about historical figures, has been in town for 10 years."
61,True,arc,Maggie,Trinity,"The barista, who has been in town for 10 years, occasionally writes a blog about historical figures."
62,False,arc,Hector,Shelby,"The Marine, who wears a fancy watch, has been checking the clock for five hours."
62,True,arc,Hector,Shelby,"The Marine, who has been checking the clock for five hours, wears a fancy watch."
63,False,arc,Jillian,Rebecca,"The magician, who laughs very loudly, has been collecting fridge magnets for five years."
63,True,arc,Jillian,Rebecca,"The magician, who has been collecting fridge magnets for five years, laughs very loudly."
64,False,arc,Melissa,Makenzie,"The tenant, who plans to go apple picking tomorrow, has been earning money by making YouTube videos."
64,True,arc,Melissa,Makenzie,"The tenant, who has been earning money by making YouTube videos, plans to go apple picking tomorrow."
65,False,arc,Juan,Hunter,"The architect, who plans to go apple picking tomorrow, has lost a child."
65,True,arc,Juan,Hunter,"The architect, who has lost a child, plans to go apple picking tomorrow."
66,False,arc,Parker,Chloe,"The farmer, who rides a bike to the nearest park, has been working out for two hours."
66,True,arc,Parker,Chloe,"The farmer, who has been working out for two hours, rides a bike to the nearest park."
67,False,arc,Evelyn,Jasmin,"The chemist, who has lots of Korean friends, has been in town for 10 years."
67,True,arc,Evelyn,Jasmin,"The chemist, who has been in town for 10 years, has lots of Korean friends."
68,False,arc,Chelsea,Xavier,"The rapper, who occasionally writes a blog about historical figures, has been staying in Hawaii for two months."
68,True,arc,Chelsea,Xavier,"The rapper, who has been staying in Hawaii for two months, occasionally writes a blog about historical figures."
69,False,arc,Camryn,Patrick,"The teacher, who knows some card tricks, has been earning money by making YouTube videos."
69,True,arc,Camryn,Patrick,"The teacher, who has been earning money by making YouTube videos, knows some card tricks."
70,False,arc,Andrea,Isabel,"The nun, who rides a bike to the nearest park, has been in town for 10 years."
70,True,arc,Andrea,Isabel,"The nun, who has been in town for 10 years, rides a bike to the nearest park."
71,False,arc,Amber,Kendra,"The chemist, who likes bungee jumping, is wearing a wedding ring."
71,True,arc,Amber,Kendra,"The chemist, who is wearing a wedding ring, likes bungee jumping."
72,False,arc,Ian,Marcus,"The columnist, who has a good recipe for cooking chicken breast, is always trustworthy."
72,True,arc,Ian,Marcus,"The columnist, who is always trustworthy, has a good recipe for cooking chicken breast."
73,False,arc,Henry,Shawn,"The scientist, who loves reading Russian books, is not good at riding a bike."
73,True,arc,Henry,Shawn,"The scientist, who is not good at riding a bike, loves reading Russian books."
74,False,arc,Carly,Diana,"The driver, who enjoys extreme sports, is always trustworthy."
74,True,arc,Carly,Diana,"The driver, who is always trustworthy, enjoys extreme sports."
75,False,arc,Nathaniel,Preston,"The banker, who has a very slick hairstyle, is extremely fickle and demanding."
75,True,arc,Nathaniel,Preston,"The banker, who is extremely fickle and demanding, has a very slick hairstyle."
76,False,arc,Dakota,Laura,"The climber, who climbs trees for recreation, is never late."
76,True,arc,Dakota,Laura,"The climber, who is never late, climbs trees for recreation."
77,False,arc,Benjamin,Danielle,"The stewardess, who wears a fancy watch, is reliably clam under pressure."
77,True,arc,Benjamin,Danielle,"The stewardess, who is reliably clam under pressure, wears a fancy watch."
78,False,arc,Ariana,Cassandra,"The solider, who has a good recipe for cooking chicken breast, is wearing a wedding ring."
78,True,arc,Ariana,Cassandra,"The solider, who is wearing a wedding ring, has a good recipe for cooking chicken breast."
79,False,arc,Jose,Jorge,"The banker, who has a pianist friend, is an avid foodie."
79,True,arc,Jose,Jorge,"The banker, who is an avid foodie, has a pianist friend."
80,False,arc,Garrett,Joseph,"The senator, who finds humor in the worst situations, is not good at riding a bike."
80,True,arc,Garrett,Joseph,"The senator, who is not good at riding a bike, finds humor in the worst situations."
81,False,arc,Alexa,Nathaniel,"The author, who laughs very loudly, was nervous about the stressful situation."
81,True,arc,Alexa,Nathaniel,"The author, who was nervous about the stressful situation, laughs very loudly."
82,False,arc,Angelica,Aaron,"The judge, who finds humor in the worst situations, was nervous about the upcoming debate."
82,True,arc,Angelica,Aaron,"The judge, who was nervous about the upcoming debate, finds humor in the worst situations."
83,False,arc,Bailey,Gabriela,"The cashier, who hates snow, was listening to classical music."
83,True,arc,Bailey,Gabriela,"The cashier, who was listening to classical music, hates snow."
84,False,arc,Carlos,Kelly,"The comedian, who cares a lot about the environment, was born in 1992."
84,True,arc,Carlos,Kelly,"The comedian, who was born in 1992, cares a lot about the environment."
85,False,arc,Carlos,Amanda,"The surgeon, who has a pianist friend, was pulled over for drunk driving."
85,True,arc,Carlos,Amanda,"The surgeon, who was pulled over for drunk driving, has a pianist friend."
86,False,arc,Dominic,Alexandria,"The housekeeper, who has lots of friends, was being chased by a few people."
86,True,arc,Dominic,Alexandria,"The housekeeper, who was being chased by a few people, has lots of friends."
87,False,arc,Nicole,Mackenzie,"The comedian, who has red hair, was mentioned in the newspaper."
87,True,arc,Nicole,Mackenzie,"The comedian, who was mentioned in the newspaper, has red hair."
88,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992."
88,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies."
89,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people."
89,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday."
90,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall."
90,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch."
91,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week."
91,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures."
92,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast."
92,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day."
93,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days."
93,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters."
94,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days."
94,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting."
95,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends."
95,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day."
96,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night."
96,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books."
97,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends."
97,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile."
98,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings."
98,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies."
99,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner."
99,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations."
100,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad."
100,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures."
101,False,arc,Logan,Mariah,"The technician, who has been keeping a diary for 15 years, brought a new plant home."
101,True,arc,Logan,Mariah,"The technician, who brought a new plant home, has been keeping a diary for 15 years."
102,False,arc,Emmanuel,Alan,"The hairdresser, who has lost a child, used to go to school in Japan."
102,True,arc,Emmanuel,Alan,"The hairdresser, who used to go to school in Japan, has lost a child."
103,False,arc,Naomi,Maya,"The director, who has been neighbors with the mayor, attended a free yoga lesson."
103,True,arc,Naomi,Maya,"The director, who attended a free yoga lesson, has been neighbors with the mayor."
104,False,arc,Alexandra,Cesar,"The diver, who has just turned 40, had a car accident last night."
104,True,arc,Alexandra,Cesar,"The diver, who had a car accident last night, has just turned 40."
105,False,arc,Brenda,Nathaniel,"The soccer player, who has been a long time fan of Ariana Grande, used to visit the gourmet regularly."
105,True,arc,Brenda,Nathaniel,"The soccer player, who used to visit the gourmet regularly, has been a long time fan of Ariana Grande."
106,False,arc,Taylor,Alex,"The anthropologist, who has been staying in Hawaii for two months, went out for a date."
106,True,arc,Taylor,Alex,"The anthropologist, who went out for a date, has been staying in Hawaii for two months."
107,False,arc,Elizabeth,Conner,"The swimmer, who has been working out for two hours, forgot to do the laundry."
107,True,arc,Elizabeth,Conner,"The swimmer, who forgot to do the laundry, has been working out for two hours."
108,False,arc,Crystal,Arianna,"The accountant, who has been chosen to audition for the All Stars game, forgot to lock the door."
108,True,arc,Crystal,Arianna,"The accountant, who forgot to lock the door, has been chosen to audition for the All Stars game."
109,False,arc,Kaylee,Andres,"The Marine, who has undergone chemotherapy, used to play badminton."
109,True,arc,Kaylee,Andres,"The Marine, who used to play badminton, has undergone chemotherapy."
110,False,arc,Natalie,Carly,"The model, who has been dreaming of buying a private jet, went to the post office."
110,True,arc,Natalie,Carly,"The model, who went to the post office, has been dreaming of buying a private jet."
111,False,arc,Jayden,Naomi,"The technician, who has been chosen to audition for the All Stars game, volunteers regularly at a local church."
111,True,arc,Jayden,Naomi,"The technician, who volunteers regularly at a local church, has been chosen to audition for the All Stars game."
112,False,arc,Luis,Alec,"The shop owner, who has worked in the industry for more than 10 years, always greets kindly."
112,True,arc,Luis,Alec,"The shop owner, who always greets kindly, has worked in the industry for more than 10 years."
113,False,arc,Colin,Edwin,"The firefighter, who has been earning money by making YouTube videos, has strong opinions about all kinds of things."
113,True,arc,Colin,Edwin,"The firefighter, who has strong opinions about all kinds of things, has been earning money by making YouTube videos."
114,False,arc,Zoe,Brady,"The detective, who has been dreaming of buying a private jet, has a very slick hairstyle."
114,True,arc,Zoe,Brady,"The detective, who has a very slick hairstyle, has been dreaming of buying a private jet."
115,False,arc,Morgan,Ashley,"The soccer player, who has worked in the industry for more than 10 years, frequently gives extreme opinions without backing them up."
115,True,arc,Morgan,Ashley,"The soccer player, who frequently gives extreme opinions without backing them up, has worked in the industry for more than 10 years."
116,False,arc,Alejandro,Joseph,"The musician, who has been working out for two hours, usually drives three hours a day."
116,True,arc,Alejandro,Joseph,"The musician, who usually drives three hours a day, has been working out for two hours."
117,False,arc,Marissa,Jillian,"The receptionist, who has been a fan of Rihanna since her debut, takes a vitamin everyday."
117,True,arc,Marissa,Jillian,"The receptionist, who takes a vitamin everyday, has been a fan of Rihanna since her debut."
118,False,arc,Isabelle,Mckenna,"The customer, who has been neighbors with the mayor, rides a bike to the nearest park."
118,True,arc,Isabelle,Mckenna,"The customer, who rides a bike to the nearest park, has been neighbors with the mayor."
119,False,arc,Tristan,Alicia,"The receptionist, who has been earning money by making YouTube videos, has lots of friends."
119,True,arc,Tristan,Alicia,"The receptionist, who has lots of friends, has been earning money by making YouTube videos."
120,False,arc,Molly,Cameron,"The nun, who has worked in the industry for more than 10 years, has two sisters."
120,True,arc,Molly,Cameron,"The nun, who has two sisters, has worked in the industry for more than 10 years."
121,False,arc,Cassidy,Sierra,"The optician, who has been working out for two hours, is reading a newly released sci-fi book."
121,True,arc,Cassidy,Sierra,"The optician, who is reading a newly released sci-fi book, has been working out for two hours."
122,False,arc,Kenneth,Steven,"The volunteer, who has been neighbors with the mayor, is a U.S. immigrant from Vietnam."
122,True,arc,Kenneth,Steven,"The volunteer, who is a U.S. immigrant from Vietnam, has been neighbors with the mayor."
123,False,arc,Heather,Jacqueline,"The attendant, who has undergone chemotherapy, is learning Spanish."
123,True,arc,Heather,Jacqueline,"The attendant, who is learning Spanish, has undergone chemotherapy."
124,False,arc,Miguel,Maria,"The scientist, who has been staying in Hawaii for two months, is reading a newly released sci-fi book."
124,True,arc,Miguel,Maria,"The scientist, who is reading a newly released sci-fi book, has been staying in Hawaii for two months."
125,False,arc,Madison,Edward,"The bartender, who has collected about 100 movie posters so far, is good at communication."
125,True,arc,Madison,Edward,"The bartender, who is good at communication, has collected about 100 movie posters so far."
126,False,arc,Meghan,Jasmin,"The chef, who has been staying in Hawaii for two months, is always on time."
126,True,arc,Meghan,Jasmin,"The chef, who is always on time, has been staying in Hawaii for two months."
127,False,arc,Dakota,Jasmine,"The publicist, who has been neighbors with the mayor, is an avid foodie."
127,True,arc,Dakota,Jasmine,"The publicist, who is an avid foodie, has been neighbors with the mayor."
128,False,arc,Dalton,Jonathan,"The caterer, who has been checking the clock for five hours, is subscribed to seventy different newsletters."
128,True,arc,Dalton,Jonathan,"The caterer, who is subscribed to seventy different newsletters, has been checking the clock for five hours."
129,False,arc,Cody,Carly,"The technician, who has been in town for 10 years, is reliably clam under pressure."
129,True,arc,Cody,Carly,"The technician, who is reliably clam under pressure, has been in town for 10 years."
130,False,arc,Preston,Laura,"The producer, who has been around for a while, is standing next to the tree."
130,True,arc,Preston,Laura,"The producer, who is standing next to the tree, has been around for a while."
131,False,arc,Martin,Avery,"The technician, who has been dreaming of buying a private jet, was involved in a car accident the other day."
131,True,arc,Martin,Avery,"The technician, who was involved in a car accident the other day, has been dreaming of buying a private jet."
132,False,arc,Alexander,Cole,"The attendant, who has been around for a while, was born in Ecuador."
132,True,arc,Alexander,Cole,"The attendant, who was born in Ecuador, has been around for a while."
133,False,arc,Kayla,Shelby,"The violinist, who has been earning money by making YouTube videos, was listening to classical music."
133,True,arc,Kayla,Shelby,"The violinist, who was listening to classical music, has been earning money by making YouTube videos."
134,False,arc,Daisy,Jasmine,"The writer, who has been checking the clock for five hours, was famous in Italy."
134,True,arc,Daisy,Jasmine,"The writer, who was famous in Italy, has been checking the clock for five hours."
135,False,arc,Samuel,Anna,"The dancer, who has been checking the clock for five hours, was happy to be outside in the sunny weather."
135,True,arc,Samuel,Anna,"The dancer, who was happy to be outside in the sunny weather, has been checking the clock for five hours."
136,False,arc,Megan,Marissa,"The florist, who has been around for a while, was famous in Italy."
136,True,arc,Megan,Marissa,"The florist, who was famous in Italy, has been around for a while."
137,False,arc,Leslie,Jennifer,"The photographer, who has worked in the industry for more than 10 years, was pulled over for drunk driving."
137,True,arc,Leslie,Jennifer,"The photographer, who was pulled over for drunk driving, has worked in the industry for more than 10 years."
138,False,arc,Kyle,Adrian,"The bartender, who has lost a child, was scared about the loud noises coming from a nearby building."
138,True,arc,Kyle,Adrian,"The bartender, who was scared about the loud noises coming from a nearby building, has lost a child."
139,False,arc,Charles,Kara,"The comedian, who has lost a child, was surprised about the exciting news."
139,True,arc,Charles,Kara,"The comedian, who was surprised about the exciting news, has lost a child."
140,False,arc,Desiree,Jack,"The detective, who has been chosen to audition for the All Stars game, was angry."
140,True,arc,Desiree,Jack,"The detective, who was angry, has been chosen to audition for the All Stars game."
141,False,arc,Camryn,Madison,"The nanny, who has been keeping a diary for 15 years, would buy lottery tickets on the weekends."
141,True,arc,Camryn,Madison,"The nanny, who would buy lottery tickets on the weekends, has been keeping a diary for 15 years."
142,False,arc,Hailey,Dominic,"The linguist, who has lost a child, would go to the park for a walk in the evenings."
142,True,arc,Hailey,Dominic,"The linguist, who would go to the park for a walk in the evenings, has lost a child."
143,False,arc,Timothy,Malik,"The solider, who has been neighbors with the mayor, would drink coffee after lunch."
143,True,arc,Timothy,Malik,"The solider, who would drink coffee after lunch, has been neighbors with the mayor."
144,False,arc,Jordan,Selena,"The researcher, who has been collecting fridge magnets for five years, would have oatmeal for breakfast."
144,True,arc,Jordan,Selena,"The researcher, who would have oatmeal for breakfast, has been collecting fridge magnets for five years."
145,False,arc,Bethany,Isabel,"The journalist, who has been neighbors with the mayor, would drive to the nearest library when the weather is bad."
145,True,arc,Bethany,Isabel,"The journalist, who would drive to the nearest library when the weather is bad, has been neighbors with the mayor."
146,False,arc,Abigail,Cameron,"The counselor, who has been neighbors with the mayor, would sleep on the couch."
146,True,arc,Abigail,Cameron,"The counselor, who would sleep on the couch, has been neighbors with the mayor."
147,False,arc,Connor,Elijah,"The actor, who has collected about 100 movie posters so far, would drink coffee after lunch."
147,True,arc,Connor,Elijah,"The actor, who would drink coffee after lunch, has collected about 100 movie posters so far."
148,False,arc,Antonio,Christina,"The banker, who has collected about 100 movie posters so far, would always be late for meetings."
148,True,arc,Antonio,Christina,"The banker, who would always be late for meetings, has collected about 100 movie posters so far."
149,False,arc,Landon,Brendan,"The anthropologist, who has been a fan of Rihanna since her debut, would sleep on the couch."
